2025-11-13T05:04:05.773993,43.1228875,158.6093686,9944.69,0,1,9999,9999,,
2025-11-13T05:04:05.774229,0.0,0.0,11.96,,,,,,
2025-11-13T05:04:06.273948,43.1228875,158.6093686,9944.69,0,1,9999,9999,0.00051513547077775,0.012824599631130695
2025-11-13T05:04:06.274149,0.0,0.0,12.26,,,,,0.00051513547077775,0.012824599631130695
2025-11-13T05:04:06.773958,43.1228875,158.6093686,9944.69,0,1,9999,9999,0.0007090412545949221,0.003855546936392784
2025-11-13T05:04:06.774159,0.0,0.0,12.35,,,,,0.0007090412545949221,0.003855546936392784
2025-11-13T05:04:07.273966,43.1228875,158.6093686,9944.69,0,1,9999,9999,0.0009584823856130242,0.0012194865848869085
2025-11-13T05:04:07.274163,0.0,0.0,12.36,,,,,0.0009584823856130242,0.0012194865848869085
2025-11-13T05:04:07.773969,43.1228875,158.6093686,9944.69,0,1,9999,9999,0.0009833108633756638,0.010722806677222252
2025-11-13T05:04:07.774156,0.0,0.0,12.38,,,,,0.0009833108633756638,0.010722806677222252
2025-11-13T05:04:08.273983,43.1228875,158.6093686,9944.69,0,1,9999,9999,0.0010155534837394953,0.0016518909251317382
2025-11-13T05:04:08.274172,0.0,0.0,12.29,,,,,0.0010155534837394953,0.0016518909251317382
2025-11-13T05:04:08.772374,43.1228875,158.6093686,9944.69,0,1,9999,9999,0.0011979566188529134,0.0009841141290962696
2025-11-13T05:04:08.772567,0.0,0.0,13.05,,,,,0.0011979566188529134,0.0009841141290962696
